,index,thinker_1,thinker_2,link
21996,20163,Harold Pinter,Alan Keyes,0
21997,16486,Jorge Luis Borges,Jacek Dukaj,0
21998,26096,Henri Matisse,David Hockney,1
21999,25278,Dante Alighieri,Ion Heliade Radulescu,1
22000,19114,Leconte de Lisle,Marjorie Liu,0
22001,10047,H. G. Wells,Andrei Voznesensky,0
22002,2960,Walter B. Gibson,Win Scott Eckert,1
22003,10985,Mencius,Zhou Dunyi,1
22004,25120,Maurice Ravel,Louis Philipp,1
22005,12746,Michael Foste,John Newport Langley,1
22006,21360,Joseph Ginat,Wilmon Henry Sheldon,0
22007,18624,Siegfried Sassoon,Wilfred Owen,1
22008,21958,Richard Matheson,Stephen King,1
22009,23346,Rudyard Kipling,Mantaro Kubota,0
22010,11184,María Irene Fornés,Eduardo Machado,1
22011,4450,James Reaney,Lorado Taft,0
22012,25635,Erico Verissimo,Letícia Wierzchowski,1
22013,6158,David Hume,Agnes de Mille,0
22014,17628,Marguerite Duras,Chen Ran,1
22015,20545,Richard Evans Schultes,Emilio Salgari,0
22016,23668,Rudyard Kipling,Thierry Veltman,0
22017,28754,Socrates,Roderick Long,1
22018,21103,Laurence Sterne,Stanislav  Stanislaw Lem   1,0
22019,13432,Allan Bloom,Anaximander,0
22020,2815,Tariq Mustafa,Abdus Salam,1
22021,22918,Ahmad Khani,Abdulla Goran,1
22022,16513,Herman Melville,Kermit Moyer,1
22023,26601,William S. Burroughs,William Gibson,1
22024,25949,Evelyn Underhill,David C. Smit,0
22025,15590,Italo Calvino,U. R. Ananthamurthy,0
22026,19243,William Golding,Timothy Leary,0
22027,27346,Thomas More,Michael Coren,1
22028,15103,Hart Crane,Rita Clay Estrada,0
22029,14496,Robert Benchley,Dorothy Parker,1
22030,2399,Bernard Ogilvie Dodge,Edward Lawrie Tatum,1
22031,8690,Friedrich Wilhelm Joseph Schelling,Lin Carter,0
22032,2906,Jules Verne,Julio Cortázar,1
22033,15381,Stephen King,Bret Easton Ellis,1
22034,12692,Abbie Hoffman,Ray Ellin,0
22035,8660,George Eliot,Jeanette Winterson,0
22036,10131,Leo Strauss,Väinö Linna,0
22037,27348,Pablo Picasso,Monique Mayère,1
22038,20341,Georg Wilhelm Friedrich Hegel,Ion Heliade Radulescu,1
22039,4885,David Hume,Jaime Montestrela,0
22040,6731,George Bernard Shaw,John Steinbeck,0
22041,4226,Fernando Pessoa,José de Almada Negreiros,1
22042,26442,Thomas Hardy,Al-Maqrizi,0
22043,12121,Francis Galton,Karl Pearson,1
22044,13174,Simone de Beauvoir,Coen brothers,0
22045,23362,Ernest Hemingway,Emil Steiner,1
22046,8381,Søren Kierkegaard,Jacob M. Appel,0
22047,3049,Bruno Schulz,Ceridwen Dovey,0
22048,17347,Paul Cézanne,Giorgio Morandi,1
22049,28936,Eric Berne,Eddie Griffin,0
22050,8345,Cicero,Frederick Law Olmsted,0
22051,25809,Richard Evans Schultes,Emilio Salgari,0
22052,26011,Terence McKenna,Rupert Sheldrake,1
22053,6713,John Fante,Charles Bukowski,1
22054,3119,Shah Ghulam Ali Dehlavi,Muhammad Tahir,1
22055,24306,Fernando Pessoa,Jun Takami,0
22056,16136,Sherwood Anderson,Jan-Fishan Khan,0
22057,16976,George Engelmann,Thomas Meehan,1
22058,18235,Leconte de Lisle,Paul Verlaine,1
22059,26366,James Hadley Chase,Surender Mohan Pathak,1
22060,9494,Nancy Nicholson,EQ Nicholson,1
22061,21541,Jean-Jacques Rousseau,Nicholas J. Phillips,0
22062,18385,William S. Burroughs,J. G. Ballard,1
22063,26897,Plato,Jorge Ángel Livraga Rizzi,1
22064,12527,Gertrude Stein,Giannina Braschi,1
22065,2748,Emily Brontë,Clifford A. Pickover,0
22066,5603,F. Scott Fitzgerald,Mohsin Hamid,1
22067,7035,Gabriel García Márquez,Jeffrey Eugenides,1
22068,17004,Sextus Empiricus,David Hartley,0
22069,19293,Owen Barfield,Adelino Fontoura,0
22070,11535,Pythagoras,Richard Dawkins,0
22071,23280,Sextus Empiricus,Ignazio Silone,0
22072,3034,Paul Cézanne,Muddy Waters,0
22073,27759,Georg Wilhelm Friedrich Hegel,Jürgen Habermas,1
22074,1022,Franz Unger,Mike Chinn,0
22075,20917,Allan Bloom,Jan Wyck,0
22076,20993,Søren Kierkegaard,Louis Antoine de Saint-Just,0
22077,2562,Bruce Sterling,Daniel Suarez,1
22078,8335,Martin Gardner,Jo Koy,0
22079,10018,Johnny Carson,Catharine MacKinnon,0
22080,8145,Giambattista Vico,Kitaro Nishida,0
22081,21739,F. Paul Wilson,J. A. Konrath,1
22082,11226,Johannes Scotus Eriugena,Emanuel Vidovic,0
22083,16957,Joseph Campbell,Jonathan Youn,1
22084,29038,Richard Brautigan,W. P. Kinsella,1
22085,18681,Stanley William Hayter,Louis Kahn,0
22086,14804,M. R. James,Brian Freeman,1
22087,13312,Robert E. Howard,David Alfaro Siqueiros,0
22088,22730,Nathaniel Hawthorne,William Dean Howells,1
22089,15833,Lloyd Alexander,Katherine Paterson,1
22090,19176,Samuel P. Huntington,David Malouf,0
22091,19796,Søren Kierkegaard,Hilary Putnam,1
22092,11844,M. R. James,Stephen Ratcliffe,0
22093,1897,Johannes Scotus Eriugena,Rita Gallagher,0
22094,926,R. D. Blackmore,Michael O. Rabin,0
22095,7644,Friedrich Wilhelm Joseph Schelling,Hugo Chávez,0
22096,8269,Samuel Beckett,Billy Collins,0
22097,3606,Paul Verlaine,Josip Murn Aleksandrov,1
22098,16153,Rudyard Kipling,Todd A. Fonseca,0
22099,212,John Fante,Lester Bangs,0
22100,25230,Mark Van Doren,Muhammad ibn Abd al-Wahhab,0
22101,6948,Emily Brontë,John Wishar,0
22102,24421,René Descartes,Montesquieu,1
22103,28087,Lucretius,Noel Rockmore,0
22104,12163,Paul Gauguin,Winston Churchill,0
22105,12743,Kostas Axelos,David O'Doherty,0
22106,3028,Miguel de Cervantes,Morris Halle,0
22107,1844,Kurt Vonnegut,Haskell Curry,0
22108,11687,David Hume,Charles Darwin,1
22109,877,Duns Scotus,Nicéphore Niépce,0
22110,16759,Mort Sahl,Lucy Maud Montgomery,0
22111,5266,Gustave Flaubert,Sergiu Dan,1
22112,23189,Emanuel Swedenborg,Jorge Luis Borges,1
22113,26819,George Berkeley,Thomas Reid,1
22114,21999,William S. Burroughs,Ian Curtis,1
22115,9555,Louis Althusser,Michel Foucault,1
22116,19625,Aristotle,Juan Donoso Cortés,1
22117,13167,Jack Paar,Christopher Marlowe,0
22118,6593,George F. Dillon,Edward Cahill,1
22119,28500,Paul Dirac,Cyril Domb,1
22120,14517,Arthur Rimbaud,Erik Erikson,0
22121,19542,Rudyard Kipling,Roald Dahl,1
22122,8354,Doris Lessing,Marge Piercy,1
22123,26748,Paul Gauguin,Edvard Munch,1
22124,19936,Ovid,Noon Meem Danish,0
22125,25921,Johann Gottlieb Fichte,Christine Korsgaard,0
22126,21814,Edmund Husserl,Jaroslav Haek,0
22127,2014,Sherwood Anderson,H. L. Mencken,0
22128,13351,G. K. Chesterton,Todd Glass,0
22129,25720,Ivan Illich,Bob Black,1
22130,20573,Otto Weininger,Robert Musil,1
22131,16723,Harold Lloyd,Ignacio Padilla,0
22132,16967,Henry David Thoreau,Alexander Posey,1
22133,1037,Antonio Labriola,Debra Stephenson,0
22134,24001,Charles Grafton Page,Barbara Brennan,0
22135,4819,Lloyd Alexander,Ion Minulescu,0
22136,1351,Gabriel García Márquez,Mykola Kulish,0
22137,20416,W. W. Jacobs,Arnold Sommerfeld,0
22138,15406,Josiah Warren,Roger Zelazny,0
22139,28295,Augusta Savage,Viktor Petrov,0
22140,28397,Alhazen,Averroes,1
22141,15688,George Bernard Shaw,Petrarch,0
22142,16642,Arthur Rimbaud,Orhan Veli Kanik,1
22143,23897,David Hume,Edmund Leach,0
22144,22937,Yoo Jae-Seok,Park Myeong-su,1
22145,23771,Edwin Morga,Audrey Niffenegger,0
22146,13532,Martin Buber,A. D. Gordon,1
22147,19739,Franz Kafka,Horia Gârbea,1
22148,4782,Don Rickles,Joan Didion,0
22149,6072,Steve Perry,Jennifer Brozek,1
22150,524,Richard Harding Davis,Lydia Lunch,0
22151,7630,Plato,John Armstron,1
22152,5129,Friedrich Nietzsche,Scipio Slataper,1
22153,23712,Sigmund Freud,Jacques Ellul,0
22154,14589,John Locke,Immanuel Kant,1
22155,17785,Anselm of Canterbury    1,Naguib Mahfouz,0
22156,14964,Ludwig Wittgenstein,Norman Malcolm,1
22157,19900,Franco Basaglia,Gilles de Roberval,0
22158,1693,Kostas Axelos,Malcolm McLaren,0
22159,21708,Stanislaw Szukalski,Józef Goslawski,1
22160,8113,Joan Miró,James Kelse,1
22161,23524,Jean-Paul Sartre,John Wishart,0
22162,6749,Pablo Picasso,Georges Braque,1
22163,11064,Jonathan Swift,István Cs. Bartos,1
22164,4743,Félix Guattari,Miko uvakovic,1
22165,21202,Plotinus,Johannes Scotus Eriugena,1
22166,7612,Roger Penrose,Gregory Maguire,0
22167,8128,Robinson Jeffers,Jack Oliver,0
22168,25780,F. H. Bradley,Radha Krishna Choudhary,0
22169,17486,Henrik Ibsen,Erico Verissimo,1
22170,14257,John Stuart Mill,Paco Ahlgren,1
22171,18948,Franz Kafka,Felix Aderca,1
22172,2029,Nicolas Malebranche,Kem Nunn,0
22173,20128,Lucian,Apuleius,1
22174,15104,Nikolay Chernyshevsky,Svetozar Markovic,1
22175,12388,Giovanni Pico della Mirandola,Christoffer Wilhelm Eckersberg,0
22176,10942,G. K. Chesterton,Aka Morchiladze,1
22177,28121,George Eliot,Robert Gover,0
22178,847,L. Sprague de Camp,David Drake,1
22179,28661,Edwin Morga,Audrey Niffenegger,0
22180,15910,Sextus Empiricus,Jagadish Gupta,0
22181,15363,Fernando Gonzále,Gonzalo Arango,1
22182,23848,Antonio Labriola,Norman Dennis,0
22183,9722,Tristan Tzara,Sergei Bulgakov,0
22184,27019,Charlie Chaplin,Peter Sellers,1
22185,24899,Ambrose Bierce,Julia Robinson,0
22186,2331,Monty Python,Adrian Edmondson,1
22187,27308,Angela Carter,Jeff VanderMeer,1
22188,3084,Abbie Hoffman,Henry Roth,0
22189,8583,Reinhold Niebuhr,Richard Hofstadter,1
22190,25832,Friedrich Adolf Trendelenburg,Bill Berry,0
22191,2332,Ray Bradbury,Carrie Vaughn,1
22192,22428,Clinton Davisson,William Shockley,1
22193,9053,Friedrich Nietzsche,Frederic Tuten,0
22194,27118,Franco Basaglia,Georgette Heyer,0
22195,11457,Laurence Sterne,Thomas Pynchon,1
22196,7631,France Preeren,Edvard Kocbek,1
22197,14388,Eugene O'Neill,Aleksey Nikolayevich Tolstoy,1
22198,1438,Stéphane Mallarmé,Tsutomu Adachi,0
22199,5720,Nicolas Malebranche,Shirley Jackson,0
22200,26351,Allan Bloom,James Thomas Fields,0
22201,22836,John Colet,Wilhelm Reich,0
22202,23934,Charles Alston,Lloyd Branson,0
22203,7656,Herman Melville,Maurice Sendak,1
22204,28292,Charlie Chaplin,Ruby Day,0
22205,22715,Simone de Beauvoir,A. N. Krishna Rao,0
22206,27954,John Colet,Isabel Allende,0
22207,12693,Gustave Flaubert,Gjekë Marinaj,1
22208,10540,Edmund Husserl,Ramón Xirau,1
22209,5617,Friedrich Nietzsche,Renzo Novatore,1
22210,16498,Cicero,Pierre-Joseph Proudhon,1
22211,4396,Robin Williams,Louie Torrellas,1
22212,20405,Laurence Sterne,David Baddiel,0
22213,10657,Shirley Jackson,A. O. Scott,0
22214,8689,H. P. Lovecraft,Ramsey Campbell,1
22215,3467,Leo Strauss,Patrick Heron,0
22216,22661,Don Rickles,Sean M. Carroll,0
22217,19714,Sam Kinison,Aung Myint,0
22218,9202,Joel Chandler Harris,Louis René Vialy,0
22219,25337,Prince,Leehom Wang,1
22220,24676,Louis-Ferdinand Céline,Maurice Cloud,0
22221,2205,Boethius,Dritëro Agolli,0
22222,9822,Thomas Mann,Norman Mailer,1
22223,17915,Federico García Lorca,Ahmad Shamlou,1
22224,6062,Robert Browning,Robert Frost,1
22225,17481,Ernesto Laclau,Slavoj iek,1
22226,5559,Virginia Woolf,Doris Lessing,1
22227,102,Alexander Herzen,John Muir,0
22228,6589,Friedrich Nietzsche,Frederic Tuten,0
22229,10936,Chris Rock,Dat Phan,1
22230,17534,Peter Straub,Poppy Z. Brite,1
22231,12207,Robert Morison,Donna Tartt,0
22232,18625,Franz Unger,Desiderius Erasmus,0
22233,24015,Laurence Sterne,Andre Vincent,0
22234,6618,William Shakespeare,Oguz Atay,1
22235,28719,Leconte de Lisle,Dian Fossey,0
22236,2337,John Fowles,Nick Antosca,1
22237,19153,William Blake,Philip Pullman,1
22238,28999,Fernando Pessoa,Álvaro de Campos,1
22239,16739,Ambrose Bierce,August Kundt,0
22240,26450,George Berkeley,Ken V. Krawchuk,0
22241,14001,Colin Wilson,Silly Daddy,0
22242,24115,William March,Bernard Manning,0
22243,7661,Shing-Tung Yau,Karen Uhlenbeck,1
22244,28797,Giambattista Vico,Bill Viola,0
22245,10667,Charlie Chaplin,George Bacovia,0
22246,3445,Empedocles,Al Murray,0
22247,25440,Henry Vaughan,Siegfried Sassoon,1
22248,1760,R. D. Blackmore,Charles Darwin,0
22249,15889,J. R. R. Tolkien,G. D. Falksen,1
22250,11996,Protagoras,Faye Wong,0
22251,25008,W. W. Jacobs,Marie Curie,0
22252,21399,Anton Chekhov,Dr. Seuss,0
22253,27607,Liviu Rebreanu,J. M. R. Parrondo,0
22254,6089,Roger Penrose,Richard Cytowic,0
22255,17323,William Notman,Henry Sandham,1
22256,23248,Friedrich Heinrich Jacobi,George Metesky,0
22257,10663,James Reaney,M. S. Swaminathan,0
22258,27298,George Boole,Marsilio Ficino,0
22259,4840,Charlie Chaplin,Robley C. Williams,0
22260,18796,Hyacinthe Rigaud,Louis René Vialy,1
22261,12806,James Reaney,França Júnior,0
22262,7766,William James,James M. Edie,1
22263,10156,John Updike,Ian McEwan,1
22264,24829,Isaac Asimov,Harlan Ellison,1
22265,23255,Charles Dickens,John Cheever,1
22266,27532,Lord Byron,James Howe,0
22267,25564,Samuel P. Huntington,Neil Shawcross,0
22268,2118,Gustave Flaubert,M. S. Bartlett,0
22269,27236,Gottfried Leibniz,Francisco Santos,0
22270,21390,George Berkeley,Jeremy O'Brien,0
22271,13130,Guillaume-François Rouelle,Benjamin West,0
22272,6466,Fernando Pessoa,Immanuel Kant,0
22273,19794,Jonathan Swift,William Makepeace Thackeray,1
22274,13822,Charlie Chaplin,Phil Silvers,0
22275,19693,Joni Mitchell,Stephen Lync,1
22276,19505,Douglas Adams,JoFF Rae,1
22277,1977,Laurence Sterne,Stanislav  Stanislaw Lem   1,0
22278,26323,Rita Angus,George Baloghy,1
22279,1817,Robert Phelps,John Rainwater,1
22280,11568,Jens Peter Jacobsen,Josef Albers,0
22281,6881,Knut Hamsun,James Connolly,0
22282,10548,Honoré de Balzac,Émile Zola,1
22283,13335,Socrates,David Smit,0
22284,17710,Otto Rank,Andre Vincent,0
22285,1052,Thomas Browne,Colin Galbraith,0
22286,443,Alhazen,Theodor Aman,0
22287,25708,Virgil,Ismail Kadare,0
22288,19416,Fritz Leiber,Michael Moorcock,1
22289,28103,Samuel P. Huntington,Nevill Francis Mott,0
22290,8171,Jack Kerouac,Steven Ford Brown,1
22291,26428,Terence McKenna,Cassandra Clare,0
22292,14526,Edmund Spenser,Chevy Chase,0
22293,13671,James Thurber,Bob Newhart,1
22294,24683,Jean-Paul Sartre,Alladi Ramakrishnan,0
22295,25487,Arthur Rimbaud,Robert Olen Butler,0
22296,23523,Lord Byron,Shelby Foote,0
22297,18285,Gabriel García Márquez,Larry McMurtry,0
22298,9666,Otto Weininger,Clement of Alexandria,0
22299,10997,Louis-Ferdinand Céline,Sara Paretsky,0
22300,23310,Miguel de Cervantes,Kitasato Shibasaburo,0
22301,8687,Friedrich Schiller,Herbert Marcuse,1
22302,4627,Kurt Vonnegut,James K. Morrow,1
22303,13067,Pedro Calderón de la Barca,Bob Barr,0
22304,16127,Frantz Fanon,Bobby Seale,1
22305,26546,Plato,Robert Flyn,0
22306,25569,Paul Cézanne,Chantal Joffe,0
22307,9154,Fyodor Dostoyevsky,Mikhail Artsybashev,1
22308,24584,Carl Schmitt,Walter Benjamin,1
22309,10849,Ernst Mach,Irving Layton,0
22310,12738,H. P. Lovecraft,Marcus Mastin,1
22311,397,Steve Martin,Brian Posehn,1
22312,10819,Sherwood Anderson,H. L. Mencken,0
22313,6842,George Orwell,John Ford,0
22314,25134,John Rubens Smith,Titian,0
22315,26892,Norbert Elias,Cas Wouters,1
22316,14506,Ferdinand de Saussure,Bonnie Burton,0
22317,16575,John Steinbeck,Willy Vlautin,1
22318,24027,W. H. Auden,Derek Mahon,1
22319,27462,Rod Serling,Philip Southern,0
22320,20475,Louis-Ferdinand Céline,Philip Roth,1
22321,20103,Thomas Hardy,Ray Bradbury,0
22322,25622,Ernst Mach,Max Beerbohm,0
22323,7102,Hans Hofmann,Helen Frankenthaler,1
22324,7271,J. D. Salinger,Vincent Louis Carrella,1
22325,1841,Saul Bellow,Joyce Kilmer,0
22326,16326,Jonathan Swift,Jean-Baptiste Wicar,0
22327,28935,Philip K. Dick,Slavoj iek,1
22328,1770,Jean-Paul Sartre,Frantz Fanon,1
22329,20720,Alfonso A. Ossorio,Jonah Hill,0
22330,21731,Kyriakos Charalambides,Robert McCloskey,0
22331,1251,William March,Hideyuki Kikuchi,0
22332,10558,James Reaney,Lorado Taft,0
22333,26637,Raymond Chandler,Ross Macdonald,1
22334,14848,Henrik Ibsen,Otto Rank,1
22335,22407,Doris Lessing,Dale Chihuly,0
22336,18814,Poul Anderson,Montesquieu,0
22337,14357,Rick Geary,David Peterse,1
22338,18909,Harlan Ellison,Leon Dabo,0
22339,2315,Ernie Kovacs,Sandro Botticelli,0
22340,16515,Allan Bloom,Daagh,0
22341,15655,Ambrose Bierce,H. L. Mencken,1
22342,20490,Evelyn Underhill,Aldo Pontremoli,0
22343,11676,Franz Brentano,Bronislaw Malinowski,0
22344,15069,Michelangelo,Boaz Vaadia,1
22345,11028,Duns Scotus,Jean-Paul Sartre,0
22346,12385,George Carlin,Alexius Meinong,0
22347,26732,Thierry Veltman,Helen Berman,1
22348,25547,Georg Wilhelm Friedrich Hegel,Joseph Dietzgen,1
22349,24203,Suzanne Briet,S. R. Ranganathan,1
22350,6827,Michael Davi,Philip Burton Moon,0
22351,6317,John Colet,Aisling Judge,0
22352,14594,Socrates,Diogenes of Sinope,1
22353,26742,William Ross Ashby,New algebra,0
22354,5169,William S. Burroughs,Will Self,1
22355,7403,Frank C. Matthews,50 Cent,1
22356,4995,Bram Stoker,Shumei Okawa,0
22357,13212,Alfonso A. Ossorio,Dennis William Sciama,0
22358,21438,Baruch Spinoza,Gheorghe Asachi,0
22359,16616,William F. Buckley Jr.,W. Lloyd Warner,0
22360,17784,Dorothy Parker,Fran Lebowitz,1
22361,15489,Kyriakos Charalambides,Robert McCloskey,0
22362,7162,Marquis de Sade,Auguste Corteau,1
22363,22197,Ida Pollock,Rosemary Pollock,1
22364,25211,Kurt Goldstein,Abraham Maslow,1
22365,25097,Pedro Calderón de la Barca,Augustine of Hippo,0
22366,20741,Harlan Coben,Julius Thomas Fraser,0
22367,471,Alexandre Kojève,Julian Tuwim,0
22368,11120,Empedocles,Abd ar-Razzaq as-Sanani,0
22369,20876,Ray Bradbury,M. S. Bartlett,0
22370,16609,Benedetto Croce,Julien Offray de La Mettrie,0
22371,27869,Marie Menken,Stan Brakhage,1
22372,16091,Terence McKenna,James Turrell,0
22373,20113,Bram Stoker,Agustus Montrose,1
22374,241,Emil Lask,Kenzaburo Oe,0
22375,18346,Adalbert Stifter,Irène Némirovsky,0
22376,9782,Jiddu Krishnamurti,Robinson Jeffers,1
22377,4641,William Ross Ashby,Theodore Roethke,0
22378,22246,John Stuart Mill,Zechariah Chafee,1
22379,28972,John Colet,Hokusai,0
22380,13097,Charles Scott Sherrington,Ben Nicholson,0
22381,2487,Montesquieu,Paul Féval père,1
22382,3589,Henry David Thoreau,Hai Zi,1
22383,19702,Karl Marx,Pantazi Ghica,0
22384,9095,Vladimir Nabokov,Peter Voulkos,0
22385,25102,Meister Eckhart,Tupac Shakur,0
22386,24312,Allan Bloom,Ernest William Brown,0
22387,17924,Gustave Flaubert,John Fowles,1
22388,13705,Gustave de Molinari,Roderick Long,1
22389,23318,Cicero,Leo Marchutz,0
22390,18853,Johann Gottfried Herder,Pier Paolo Pasolini,0
22391,5924,Robert W. Chambers,Gwen John,0
22392,22038,Van Morrison,Norman Ollestad,1
22393,3536,Andy Warhol,David Edward Byrd,1
22394,7820,Ennio Flaiano,Harry Knowles,0
22395,14661,W. W. Jacobs,Jean-Baptiste Dumas,0
22396,21683,Charlie Chaplin,Paul Merton,1
22397,3472,Friedrich Adolf Trendelenburg,Frits Zernike,0
22398,8725,Francis Parker Yockey,Willis Carto,1
22399,12559,Bruno Schulz,Philip Haas,0
22400,14229,Arthur C. Clarke,Stephen Dedman,1
22401,1440,Theodore Sturgeon,Christian K. Wedemeyer,0
22402,14462,Oscar Wilde,Amanda Filipacchi,1
22403,26769,Robert Byron,Bruce Chatwin,1
22404,22871,George Calinescu,Ion Negoitescu,1
22405,17140,Augustine of Hippo,Bonaventure    1,1
22406,20108,Thomas Mann,Jaime Sáenz,1
22407,7914,Ennio Flaiano,Ken Dodd,0
22408,24187,Bonaventure,Nicholas of Cusa,1
22409,15477,Sherwood Anderson,Howard Arkley,0
22410,20018,Lev Shestov,Nurul Momen,0
22411,22838,Marshall McLuhan,Hermann Lebert,0
22412,24100,Terence McKenna,Clare Bell,0
22413,8707,Titu Maiorescu,Ion Creanga,1
22414,23042,Ernest Hemingway,Don DeLillo,1
22415,15602,Franz Brentano,Robert Truax,0
22416,4965,Emily Brontë,Virginia Woolf,1
22417,16572,Willem de Kooning,Aung Myint,1
22418,50,Tristan Tzara,Jean Bourgain,0
22419,13972,Montesquieu,Paul Féval père,1
22420,11837,Henry James,Truman Capote,1
22421,26889,Helmuth Kulenkampff,Richard Rorty,0
22422,4273,Edmund Husserl,Boris Groys,1
22423,415,Adalbert Stifter,Kazimierz Brodzinski,0
22424,15090,Robert Boyle,Isaac Newton,1
22425,26883,Parmenides,Teri Holbrook,0
22426,8224,Richard Pryor,Martin Lawrence,1
22427,21394,Attila József,László Németh,1
22428,20873,Fritz Leiber,Arthur Ganson,0
22429,23970,Bruno Schulz,Jonathan Safran Foer,1
22430,23366,Joseph Ginat,Levi Eshkol,1
22431,7780,Jun'ichiro Tanizaki,Motojiro Kajii,1
22432,24491,George Bernard Shaw,Petrarch,0
22433,671,Alice Munro,Upton Sinclair,0
22434,27830,Maurice Merleau-Ponty,Mario Christian Meyer,1
22435,10427,Pythagoras,Euclid,1
22436,20397,Hugo Grotius,Yiannis Laouris,0
22437,22705,Richard Evans Schultes,Kanthapuram A. P. Aboobacker Musalyar,0
22438,19112,Poul Anderson,Millan Puelles,0
22439,11037,Dante Alighieri,Karl Marx,1
22440,9045,Proclus,Panait Cerna,0
22441,22789,Victor Hugo,Jin Yuelin,0
22442,26917,Jean-Paul Sartre,Colin Wilson,1
22443,25016,Jules Verne,Robert Bloch,0
22444,11283,Gabriel García Márquez,Christiaan Huygens,0
22445,4720,Bill Cosby,Stephen Colbert,1
22446,15780,Edwin Morga,C. C. Saint-Clair,0
22447,9281,Cicero,F. A. Nettelbeck,0
22448,13150,Tom of Finland,Andy Warhol,1
22449,6121,Socrates,Karl Popper,1
22450,6389,Lucretius,Noel Rockmore,0
22451,22137,H. G. Wells,Derek Benz,1
22452,24576,Rainer Maria Rilke,Jim Starlin,0
22453,16837,Martin Heidegger,Pierre Boutang,1
